"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Myanmar","MMR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18000000","28000000","38000000","31000000","26000000","30000000","32000000","34000000","36000000","32000000","34000000","40000000","39000000","49700000","52000000","53000000","132000000","265000000","131000000","119000000","144000000","584000000","",
"Middle East & North Africa (excluding high income)","MNA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5592771660.09319","5488759048.00538","6154439765.36739","6206851315.35449","7014232331.52185","6613310990.38336","7194295723.61673","12198788259.499","13386760298.2202","14630989315.4048","14965400000","16463000000","20690200000","23976500000","24996500000","29326500000","28099092649.9033","26575655269.2978","28913307249.2486","31921517772.7607","30876437180.7236","","",
"Montenegro","MNE","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58000000","80000000","76000000","72000000","70000000","67000000","81000000","79000000","68000000","91000000","",
"Mongolia","MNG","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000000","37000000","19000000","50000000","45000000","54000000","59000000","125000000","144000000","207000000","142000000","196000000","218000000","249000000","242000000","319000000","460000000","558000000","643000000","529000000","473000000","536000000","",
"Northern Mariana Islands","MNP","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68000000","82000000","97000000","140000000","122000000","132000000","115000000","141000000","140000000","187000000","196000000","209000000","241000000","247000000","247000000","264000000","247000000","313000000","331000000","322000000","305000000","",
"Mauritania","MRT","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30000000","41000000","53000000","47000000","55000000","","","","","","","","","","","","","101000000","105000000","112000000","73000000","74000000","",
"Mauritius","MUS","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184000000","205000000","194000000","203000000","210000000","203000000","216000000","223000000","236000000","277000000","295000000","347000000","384000000","489000000","384000000","423000000","427000000","394000000","458000000","503000000","622000000","653000000","",
"Malawi","MWI","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000000","64000000","81000000","49000000","52000000","53000000","52000000","86000000","70000000","70000000","84000000","85000000","79000000","86000000","91000000","90000000","92000000","96000000","90000000","106000000","120000000","130000000","",
"Malaysia","MYS","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2722000000","3032000000","3158000000","2160000000","2382000000","2543000000","3391000000","3330000000","3401000000","3822000000","4339000000","5085000000","6600000000","7724000000","7196000000","8324000000","10180000000","12217000000","12236000000","12442000000","10708000000","10468000000","",
"North America","NAC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73886326040.1386","79492463560.0362","86316672805.0189","92039103592.4966","96755998626.6737","106867497737.133","100497433752.614","96360000000","98648000000","114248000000","124399000000","133309000000","144340000000","154141000000","133425000000","147441000000","158008000000","173239000000","173562000000","182605000000","186962000000","190277000000","",
"Namibia","NAM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90000000","89000000","99000000","88000000","89000000","86000000","71000000","65000000","101000000","123000000","108000000","118000000","132000000","114000000","40000000","42000000","55000000","53000000","47000000","67000000","72000000","83000000","",
"New Caledonia","NCL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104000000","128000000","167000000","122000000","129000000","149000000","168000000","170000000","179000000","176000000","159000000","164000000","169000000","145000000","","",
"Niger","NER","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26000000","59000000","50000000","39000000","35000000","32000000","33000000","29000000","39000000","42000000","42000000","42000000","48000000","98000000","84000000","95000000","57000000","132000000","81000000","129000000","140000000","","",
"Nigeria","NGA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938000000","1318000000","1840000000","1589000000","640000000","610000000","858000000","910000000","2076000000","","501000000","3536000000","6664000000","11009000000","6236000000","8348000000","9533000000","9240000000","9152000000","9068000000","9206000000","4511000000","",
"Nicaragua","NIC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56000000","79000000","86000000","94000000","114000000","126000000","128000000","125000000","139000000","154000000","162000000","188000000","279000000","332000000","300000000","225000000","240000000","241000000","277000000","286000000","273000000","460000000","",
"Netherlands","NLD","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13151000000","13709000000","12555000000","13474000000","13468000000","13649000000","13061000000","14201000000","15887000000","16937000000","13724000000","14588000000","17277000000","19805000000","18628000000","19044000000","20741000000","20094000000","21009000000","23524000000","19741000000","20321000000","",
"Norway","NOR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4481000000","4759000000","4756000000","5069000000","5185000000","4893000000","4718000000","5610000000","7089000000","8894000000","10400000000","11273000000","13256000000","15118000000","13221000000","14658000000","16958000000","18131000000","20116000000","20166000000","16485000000","16656000000","",
"Nepal","NPL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167000000","155000000","141000000","107000000","116000000","109000000","128000000","108000000","119000000","205000000","221000000","261000000","402000000","545000000","572000000","528000000","420000000","562000000","598000000","680000000","669000000","634000000","",
"Nauru","NRU","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1259000000","1466000000","1461000000","1383000000","1430000000","1235000000","1255000000","1386000000","1649000000","2229000000","2671000000","2535000000","3077000000","3006000000","2580000000","3039000000","3461000000","3715000000","3861000000","4108000000","3721000000","4010000000","",
"OECD members","OED","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","363749000000","380633000000","371580000000","380407000000","400949000000","414919000000","400059000000","415998000000","468438000000","544234000000","581442000000","601209000000","678099000000","719071000000","620624000000","652044000000","707619000000","713612000000","732601000000","765931000000","708394000000","724593000000","",
"Oman","OMN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349000000","347000000","542000000","583000000","629000000","703000000","702000000","804000000","823000000","863000000","894000000","952000000","1197000000","1295000000","1243000000","1493000000","1644000000","1824000000","2080000000","2206000000","2643000000","",
"Other small states","OSS","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","654000000","1018000000","591000000","565000000","447000000","574000000","555000000","491000000","1163000000","1612000000","1753000000","2029000000","2075000000","2163000000","1098000000","1370000000","1857000000","1851000000","1638000000","2209000000","2642000000","2728000000","",
"Panama","PAN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181000000","210000000","243000000","245000000","259000000","241000000","227000000","252000000","267000000","294000000","388000000","403000000","457000000","560000000","503000000","575000000","679000000","591000000","1078000000","1147000000","1272000000","1129000000","",
"Peru","PER","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428000000","492000000","608000000","642000000","652000000","641000000","773000000","806000000","847000000","852000000","970000000","1047000000","1243000000","1432000000","1404000000","1640000000","1768000000","1900000000","2119000000","2119000000","2527000000","2687000000","",
"Philippines","PHL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","551000000","1287000000","1969000000","2022000000","1737000000","1841000000","1918000000","1874000000","1649000000","1526000000","3286000000","3075000000","3351000000","4285000000","4056000000","5964000000","6055000000","7140000000","8400000000","11130000000","11868000000","11710000000","",
"Palau","PLW","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","2000000","11500000","14100000","18200000","16400000","18200000","18000000","17400000","17100000","19100000","16100000","15200000","17000000","19400000","18500000","17200000","21900000","","",
"Papua New Guinea","PNG","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58000000","72000000","78000000","52000000","53000000","50000000","38000000","60000000","52000000","71900000","56200000","43000000","81000000","75000000","132000000","138000000","186000000","203000000","214000000","168000000","135000000","126000000","",
"Poland","POL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5865000000","6357000000","5855000000","4524000000","3810000000","3417000000","3595000000","3440000000","3286000000","5092000000","5894000000","7653000000","8339000000","10689000000","7891000000","9100000000","8882000000","9129000000","9132000000","9540000000","8523000000","8617000000","",
"Pre-demographic dividend","PRE","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5685056399.82279","10304030226.9784","14653960969.6713","19879557857.52","14691523160.6775","17471693970.2651","19911120209.0672","19704784019.7006","21275646684.5139","22779148189.7875","23440923994.1971","16997055737.3368","",
"Puerto Rico","PRI","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1155000000","1137000000","1235000000","1242000000","1172000000","1333000000","1456000000","1319000000","1420000000","1584000000","1663000000","1752000000","1743000000","1761000000","1386000000","1180000000","1196000000","1156000000","1139000000","1088000000","1055000000","1091000000","",
"Korea, Dem. People’s Rep.","PRK","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2539000000","2701000000","2491000000","2776000000","2758000000","2754000000","2606000000","2631000000","2982000000","3369000000","3742000000","4146000000","4866000000","5286000000","4605000000","4692000000","4948000000","4485000000","4978000000","5380000000","4782000000","4908000000","",
"Paraguay","PRY","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173000000","185000000","211000000","223000000","181000000","154000000","130000000","117000000","115000000","121000000","130000000","144000000","184000000","214000000","231000000","261000000","308000000","363000000","425000000","449000000","494000000","512000000","",
"West Bank and Gaza","PSE","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162000000","191000000","218000000","295000000","301000000","308000000","417000000","425000000","397000000","415000000","223000000","211000000","395000000","477000000","479000000","521000000","603000000","646000000","643000000","520000000","610000000","658000000","",
"Pacific island small states","PSS","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139007318.14272","150013061.059355","147740135.891789","116831192.551431","128480382.128195","157605733.8355","143630262.653366","143630262.653366","164573958.323139","213785920.825886","261341722.036275","247022882.359287","256955496.093999","301133238.125131","303015956.917059","321985620.853025","367944313.092738","373592469.468522","357869223.341339","326427039.181957","336527059.302756","","",
"Post-demographic dividend","PST","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","364637363041.206","381158146471.366","371951747645.383","380658823163.227","403224877475.836","415803006896.351","402302668433.21","419682299282.18","470014460268.783","546871799247.132","580586427799.712","599420565656.613","675381851403.943","716663374168.859","623043332121.294","656739939491.574","716656365931.297","726556002074.665","745769585936.657","776711191227.386","717531441078.423","734006529210.377","",
"French Polynesia","PYF","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264000000","335000000","425000000","430000000","122000000","153000000","159000000","164000000","160000000","168000000","158000000","156000000","169000000","146000000","","",
"Qatar","QAT","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320000000","307000000","366000000","423000000","471000000","691000000","1759000000","3751000000","","","","","7813000000","10702000000","11729000000","12871000000","11641000000","13152000000","",
"Romania","ROU","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","749000000","716000000","699000000","504000000","428000000","447000000","475000000","448000000","572000000","672000000","1071000000","1457000000","1723000000","2407000000","1766000000","1897000000","2294000000","2108000000","2176000000","2636000000","2330000000","2469000000","",
"Russian Federation","RUS","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11599000000","10011000000","10113000000","8677000000","7097000000","8848000000","9760000000","11362000000","13427000000","16082000000","17963000000","18850000000","22456000000","26401000000","23785000000","30169000000","37343000000","48096000000","59504000000","55383000000","38434000000","27652000000","",
"Rwanda","RWA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","19000000","22000000","25000000","28000000","35000000","33000000","24000000","26000000","31000000","75000000","84000000","98000000","146000000","148000000","120000000","142000000","133000000","126000000","133000000","295000000","309000000","",
"South Asia","SAS","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380700455.20378","2662850108.47762","2730124225.09451","3072519355.93571","3360693556.96628","5304614299.80666","5875942245.40385","5779549481.29607","6604912523.96899","8651250578.67389","11314100687.1515","12331245166.7472","14665592073.4654","16590000000","12687000000","14471000000","18279000000","19007000000","19692000000","23549000000","24465000000","26177000000","",
"Saudi Arabia","SAU","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7370000000","4165000000","4428000000","9087000000","12979000000","21031000000","16005000000","21312000000","22076000000","18202000000","17986000000","18648000000","25137000000","20366000000","19731000000","",
"Sudan","SDN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43000000","28000000","33000000","29000000","35000000","55000000","74000000","91000000","119000000","176000000","667000000","1414000000","1477000000","1268000000","868000000","1127000000","937000000","699000000","460000000","439000000","195000000","203000000","",
"Senegal","SEN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154000000","127000000","128000000","135000000","136000000","125000000","112000000","112000000","129000000","138000000","144000000","139000000","352000000","276000000","258000000","217000000","250000000","248000000","265000000","279000000","","","",
"Singapore","SGP","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4663000000","5015000000","4358000000","3222000000","4217000000","4535000000","6600000000","8212000000","8382000000","9291000000","10070000000","11268000000","13503000000","16340000000","15704000000","18700000000","21505000000","23147000000","24506000000","24360000000","22083000000","22102000000","",
"Solomon Islands","SLB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17400000","18500000","14800000","10200000","11400000","12200000","10500000","8500000","6400000","12300000","11200000","26500000","35600000","40500000","37800000","51200000","66000000","68100000","68400000","65600000","60700000","74900000","",
"Sierra Leone","SLE","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50500000","36500000","18100000","13200000","44200000","34500000","42200000","39100000","37800000","30300000","33600000","15000000","17000000","24400000","26000000","22000000","26000000","32000000","71000000","45000000","34000000","","",
"El Salvador","SLV","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99000000","102000000","153000000","179000000","205000000","219000000","247000000","266000000","311000000","373000000","288000000","307000000","363000000","326000000","253000000","280000000","244000000","287000000","270000000","277000000","332000000","451000000","",
"San Marino","SMR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105000000","144000000","208000000","260000000","322000000","1203000000","1448000000","1105000000","1103000000","1263000000","1188000000","1290000000","1360000000","1254000000","1351000000","",
"Sub-Saharan Africa (excluding high income)","SSA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11962673581.1115","17321245049.5173","22764362535.2269","28832874713.5361","22587852683.1719","26700236897.9764","29343011823.0078","27399351440.5781","27183027130.9923","27521815258.7633","27933594796.7811","21329072547.0432","",
"South Sudan","SSD","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38000000","539000000","143000000","",
"Sub-Saharan Africa","SSF","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12023205678.9611","17377443907.5669","22837582864.3491","28895200692.2784","22642943523.9854","26761969630.4918","29406363842.8673","27455650231.5337","27243596245.1077","27585501288.7998","27985198062.658","21428739882.9978","",
"Small states","SST","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3259236003.46173","3418223125.58181","3516365896.90365","3742471825.02081","4089940011.84276","4490497157.21153","4464373865.12227","4634410723.49993","5285732355.74638","6258359316.5807","7974532885.66148","10205879514.1645","11715397656.77","12367908474.7877","10319445234.8111","10310711793.8367","17692402510.7301","21117286821.2052","22594442293.985","24582227643.8298","22730141216.1813","25473504257.0551","",
"Sao Tome and Principe","STP","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900000","2200000","2200000","2000000","1800000","1800000","2100000","500000","1100000","700000","310000","410000","550000","1350000","3200000","3100000","19200000","22100000","20500000","",
"Suriname","SUR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27000000","38000000","41000000","49000000","47000000","67000000","62000000","54000000","68000000","85000000","94000000","33000000","28000000","35000000","35000000","41000000","49000000","58000000","75000000","90000000","128000000","112000000","",
"Slovak Republic","SVK","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338000000","517000000","484000000","527000000","387000000","341000000","340000000","506000000","662000000","900000000","1122000000","1230000000","1825000000","2596000000","2249000000","2146000000","2449000000","2310000000","2523000000","2581000000","2265000000","2415000000","",
"Slovenia","SVN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","606000000","638000000","554000000","601000000","579000000","544000000","560000000","647000000","805000000","937000000","1019000000","1058000000","1261000000","1610000000","1456000000","1377000000","1315000000","1081000000","1081000000","1149000000","1051000000","1126000000","",
"Sweden","SWE","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6816000000","7642000000","6850000000","8591000000","8927000000","8959000000","7916000000","8221000000","9375000000","11088000000","11088000000","11159000000","13646000000","14622000000","12075000000","13973000000","13998000000","13954000000","15334000000","15823000000","14410000000","14480000000","",
"Eswatini","SWZ","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45000000","44000000","40000000","60000000","35000000","32000000","31000000","26000000","23000000","54000000","60000000","54000000","63000000","59000000","98000000","87000000","39000000","49000000","56000000","68000000","68000000","38000000","",
"Sint Maarten (Dutch part)","SXM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59000000","62000000","65000000","99000000","171000000","127000000","137000000","140000000","144000000","80000000","94000000","86000000","83400000","88100000","104000000","105000000","112000000","120000000","114000000","117000000","118000000","114000000","",
"Seychelles","SYC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34000000","31000000","31000000","29000000","28000000","44000000","41000000","53000000","54000000","53000000","59000000","56000000","73000000","64000000","56000000","63000000","65000000","58000000","62000000","65000000","54000000","92000000","",
"Syrian Arab Republic","SYR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","498000000","513000000","545000000","583000000","631000000","669000000","670000000","760000000","734000000","688000000","584000000","585000000","710000000","911000000","980000000","1598000000","850000000","","","","","","",
"Turks and Caicos Islands","TCA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153000000","174000000","235000000","194000000","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38000000","49000000","53000000","66000000","53000000","56000000","56000000","80000000","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14530532180.3771","16633406537.8562","21316913729.4164","19211842783.979","21755199192.8695","25892232658.7749","27999951821.7697","32039683746.3159","30879100040.7941","38077891686.5342","40582989215.5119","45882109532.0696","55229150568.4691","65927582236.9741","69754847310.9095","87468019890.8165","108513812672.229","142476383820.919","172054823152.427","274851505938.914","297772947429.62","312226541489.756","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21530599902.5181","21111765043.0893","21530116390.6992","19091266609.4767","16423124181.8336","18448328368.8417","20358685533.5992","22827896511.9868","25671497205.8581","33912571238.0212","38718648293.6191","42963230552.4296","51665277321.2499","61564085130.6413","53528464794.3732","61805265870.4055","71697142027.0903","83979520942.9507","98839761113.2053","95517154937.1218","74769087408.9725","64112282988.8937","",
"Togo","TGO","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40000000","19000000","14000000","16000000","17000000","15000000","20000000","26000000","37000000","38000000","42000000","42000000","59000000","68000000","94000000","89000000","81000000","46000000","58000000","60000000","53000000","","",
"Thailand","THA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4791000000","4735000000","3752000000","2246000000","2870000000","3218000000","3334000000","3888000000","3538000000","5343000000","4920000000","6176000000","6889000000","6707000000","5744000000","7155000000","7534000000","8095000000","8238000000","8824000000","9539000000","11267000000","",
"Tajikistan","TJK","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1700000","2100000","3400000","3800000","6000000","7000000","10800000","5800000","35400000","31400000","36500000","42500000","35000000","25000000","24600000","",
"Turkmenistan","TKM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74000000","127000000","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18623204591.5922","21548099427.8378","23401169618.0065","24052684603.2835","22078000080.6744","24964000000","24140000000","21334000000","21864000000","24849000000","29393000000","32714000000","39026000000","44370000000","42409000000","50683000000","60847100000","66679700000","73491100000","74657000000","65905000000","65796847383.4559","",
"Timor-Leste","TLS","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","5000000","51000000","69000000","68000000","62000000","92000000","57000000","84000000","100000000","118000000","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5437870296.45341","5292980707.57775","5929674768.88233","5877459841.57053","6686244461.73781","6270985432.48849","6709891536.14865","11762984292.3332","12980986395.0012","14207239412.2731","14742400000","16252000000","20295200000","23499500000","24517500000","28805500000","27487576554.6645","25912555826.265","28251963292.9951","31401496352.4561","30255014532.9334","","",
"Tonga","TON","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3200000","3200000","13200000","16200000","16000000","15000000","17300000","25100000","19100000","20000000","26800000","29400000","31100000","","","","",
"South Asia (IDA & IBRD)","TSA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380700455.20378","2662850108.47762","2730124225.09451","3072519355.93571","3360693556.96628","5304614299.80666","5875942245.40385","5779549481.29607","6604912523.96899","8651250578.67389","11314100687.1515","12331245166.7472","14665592073.4654","16590000000","12687000000","14471000000","18279000000","19007000000","19692000000","23549000000","24465000000","26177000000","",
